latitude,longitude,ph,moisture,temperature,nitrogen,cec,fertility
7860500.000000001,5850750.0,6.3,47.1,25.0,1312.0,537.0,High
7860500.000000001,5950750.0,6.1,47.8,25.0,1406.0,576.0,High
7860500.000000001,6050750.0,6.2,47.6,25.0,1204.0,492.0,Medium
7860500.000000001,6150750.0,6.2,51.2,25.0,1323.0,637.0,High
7860500.000000001,6250750.0,6.0,50.0,25.0,1350.0,578.0,High
7860500.000000001,6350750.0,6.1,49.2,25.0,1374.0,466.0,High
7860500.000000001,6450750.0,6.1,48.7,25.0,1245.0,449.0,Medium
7860500.000000001,6550750.0,6.3,49.0,25.0,1051.0,421.0,Medium
7860500.000000001,6650750.0,6.1,49.2,25.0,995.0,413.0,Medium
7860500.000000001,6750750.0,6.1,52.3,25.0,924.0,405.0,Medium
7860500.000000001,7850750.0,6.4,46.0,25.0,1022.0,392.0,Medium
7860500.000000001,8050750.0,6.6,49.9,25.0,963.0,369.0,Medium
7860500.000000001,8250750.0,6.7,50.8,25.0,1013.0,371.0,Medium
7760500.000000001,-12149250.0,7.2,49.8,25.0,789.0,332.0,Medium
7760500.000000001,-12049250.0,7.0,48.9,25.0,565.0,252.0,Medium
7760500.000000001,-11949250.0,7.2,50.1,25.0,714.0,341.0,Medium
7760500.000000001,-11049250.0,7.4,51.2,25.0,592.0,273.0,Medium
7760500.000000001,-10849250.0,6.9,51.8,25.0,751.0,394.0,Medium
7760500.000000001,-10749250.0,7.0,55.3,25.0,665.0,327.0,Medium
7760500.000000001,950750.0,6.2,46.6,25.0,1136.0,403.0,Medium
7760500.000000001,1050750.0,6.4,52.3,25.0,1021.0,400.0,Medium
7760500.000000001,4450750.0,6.2,46.7,25.0,1263.0,463.0,Medium
7760500.000000001,4550750.0,6.2,47.2,25.0,1386.0,612.0,High
7760500.000000001,5950750.0,6.1,57.1,25.0,1404.0,427.0,High
7760500.000000001,6050750.0,6.2,55.7,25.0,1231.0,582.0,High
7760500.000000001,6150750.0,6.2,51.7,25.0,1245.0,528.0,High
7760500.000000001,6250750.0,6.1,56.0,25.0,1145.0,489.0,High
7760500.000000001,6350750.0,6.1,58.6,25.0,1497.0,578.0,High
7760500.000000001,6450750.0,6.1,59.3,25.0,1543.0,576.0,High
7760500.000000001,6550750.0,6.2,55.8,25.0,1483.0,692.0,High
7760500.000000001,6650750.0,6.4,55.6,25.0,1241.0,605.0,High
7760500.000000001,6750750.0,6.3,57.6,25.0,1277.0,549.0,High
7660500.000000001,-12249250.0,7.0,50.0,25.0,613.0,294.0,Medium
7660500.000000001,-12049250.0,7.0,50.0,25.0,705.0,210.0,Medium
7660500.000000001,-11949250.0,7.2,50.2,25.0,530.0,211.0,Medium
7660500.000000001,-11849250.0,7.5,47.6,25.0,645.0,217.0,Medium
7660500.000000001,-11749250.0,7.4,48.5,25.0,517.0,214.0,Medium
7660500.000000001,-11449250.0,7.3,48.7,25.0,787.0,254.0,Medium
7660500.000000001,-11049250.0,7.3,51.3,25.0,701.0,289.0,Medium
7660500.000000001,-10549250.0,6.2,57.4,25.0,565.0,425.0,Medium
7660500.000000001,-10449250.0,6.1,58.1,25.0,597.0,470.0,Medium
7660500.000000001,-10349250.0,6.4,57.7,25.0,522.0,430.0,Medium
7660500.000000001,-10249250.0,6.3,56.3,25.0,485.0,443.0,Medium
7660500.000000001,850750.0,6.2,46.2,25.0,986.0,406.0,Medium
7660500.000000001,4450750.0,6.0,48.6,25.0,1273.0,526.0,Medium
7660500.000000001,5250750.0,6.2,56.2,25.0,1428.0,534.0,High
7660500.000000001,5750750.0,6.0,53.4,25.0,1226.0,409.0,Medium
7660500.000000001,5850750.0,6.1,59.2,25.0,1296.0,521.0,High
7660500.000000001,5950750.0,6.2,57.4,25.0,1290.0,408.0,High
7660500.000000001,6050750.0,5.9,60.4,25.0,1262.0,421.0,High
7660500.000000001,6150750.0,5.9,58.5,25.0,1309.0,415.0,High
7660500.000000001,6250750.0,6.1,60.0,25.0,1486.0,603.0,High
7660500.000000001,6350750.0,6.1,59.4,25.0,1397.0,612.0,High
7660500.000000001,6450750.0,6.0,57.0,25.0,1330.0,484.0,High
7660500.000000001,6550750.0,6.0,60.7,25.0,1529.0,662.0,High
7660500.000000001,6650750.0,6.2,60.9,25.0,1607.0,596.0,High
7660500.000000001,6750750.0,6.1,62.3,25.0,1583.0,688.0,High
7660500.000000001,6850750.0,6.3,61.6,25.0,1431.0,532.0,High
7660500.000000001,6950750.0,6.3,61.7,25.0,1584.0,657.0,High
7660500.000000001,7150750.0,6.2,62.8,25.0,1488.0,627.0,High
7660500.000000001,7250750.0,6.2,61.5,25.0,1125.0,573.0,High
7660500.000000001,7350750.0,6.4,56.8,25.0,1050.0,540.0,High
7660500.000000001,7450750.0,6.4,57.7,25.0,1006.0,465.0,High
7660500.000000001,7550750.0,6.1,58.2,25.0,970.0,455.0,Medium
7660500.000000001,7650750.0,5.6,59.6,25.0,695.0,280.0,Medium
7660500.000000001,7750750.0,6.0,61.4,25.0,906.0,467.0,Medium
7660500.000000001,7850750.0,5.9,61.0,25.0,860.0,352.0,Medium
7560500.000000001,-14949250.0,6.6,47.3,25.0,1149.0,493.0,High
7560500.000000001,-12249250.0,6.5,53.8,25.0,529.0,334.0,Medium
7560500.000000001,-12149250.0,6.5,47.9,25.0,602.0,279.0,Medium
7560500.000000001,-11949250.0,6.6,49.3,25.0,452.0,217.0,Medium
7560500.000000001,-11849250.0,6.6,50.7,25.0,519.0,263.0,Medium
7560500.000000001,-11749250.0,6.4,50.3,25.0,570.0,263.0,Medium
7560500.000000001,-11649250.0,7.3,50.3,25.0,718.0,272.0,Medium
7560500.000000001,-11349250.0,7.3,51.1,25.0,696.0,239.0,Medium
7560500.000000001,-11049250.0,7.3,51.9,25.0,756.0,290.0,Medium
7560500.000000001,-10849250.0,6.7,51.0,25.0,518.0,354.0,Medium
7560500.000000001,-10549250.0,6.5,54.9,25.0,516.0,376.0,Medium
7560500.000000001,-10449250.0,6.5,56.1,25.0,467.0,414.0,Medium
7560500.000000001,-10349250.0,6.4,58.8,25.0,522.0,482.0,Medium
7560500.000000001,-10249250.0,6.4,59.0,25.0,516.0,522.0,Medium
7560500.000000001,-10149250.0,6.1,58.0,25.0,521.0,506.0,Medium
7560500.000000001,-10049250.0,6.3,59.1,25.0,524.0,416.0,Medium
7560500.000000001,-9949250.0,6.2,56.8,25.0,557.0,416.0,Medium
7560500.000000001,-8949250.0,6.2,54.8,25.0,736.0,382.0,Medium
7560500.000000001,550750.0,5.7,46.9,25.0,852.0,394.0,Medium
7560500.000000001,650750.0,5.8,46.9,25.0,758.0,317.0,Medium
7560500.000000001,750750.0,6.2,45.2,25.0,1160.0,434.0,Medium
7560500.000000001,4450750.0,6.2,55.1,25.0,1501.0,400.0,High
7560500.000000001,4550750.0,6.2,51.0,25.0,1505.0,444.0,High
7560500.000000001,5250750.0,5.9,61.6,25.0,1522.0,646.0,High
7560500.000000001,5350750.0,5.8,59.9,25.0,1422.0,638.0,High
7560500.000000001,5450750.0,5.9,60.7,25.0,1440.0,575.0,High
7560500.000000001,5650750.0,5.7,59.7,25.0,1417.0,539.0,High
7560500.000000001,5750750.0,5.8,60.0,25.0,1419.0,590.0,High
7560500.000000001,5850750.0,5.7,61.8,25.0,1482.0,578.0,High
7560500.000000001,5950750.0,5.9,63.3,25.0,1355.0,456.0,High
7560500.000000001,6050750.0,6.0,63.5,25.0,1463.0,438.0,High
7560500.000000001,6150750.0,5.9,63.0,25.0,1455.0,462.0,High
7560500.000000001,6250750.0,5.9,61.3,25.0,1345.0,591.0,High
7560500.000000001,6350750.0,5.9,61.4,25.0,1573.0,622.0,High
7560500.000000001,6450750.0,5.8,64.6,25.0,1418.0,692.0,High
7560500.000000001,6550750.0,5.9,61.5,25.0,1294.0,648.0,High
7560500.000000001,6750750.0,6.2,62.4,25.0,1316.0,663.0,High
7560500.000000001,6850750.0,6.0,60.4,25.0,1179.0,623.0,High
7560500.000000001,6950750.0,6.2,59.7,25.0,1208.0,608.0,High
7560500.000000001,7050750.0,6.0,59.8,25.0,1306.0,611.0,High
7560500.000000001,7150750.0,5.9,60.5,25.0,1237.0,507.0,High
7560500.000000001,7250750.0,6.0,61.5,25.0,738.0,535.0,Medium
7560500.000000001,7350750.0,6.0,59.3,25.0,693.0,496.0,Medium
7560500.000000001,7450750.0,6.1,60.6,25.0,844.0,494.0,Medium
7560500.000000001,7550750.0,6.2,58.7,25.0,892.0,486.0,Medium
7560500.000000001,7650750.0,6.1,59.2,25.0,862.0,511.0,Medium
7560500.000000001,7750750.0,6.0,60.7,25.0,899.0,575.0,High
7560500.000000001,7850750.0,5.9,60.0,25.0,540.0,340.0,Medium
7560500.000000001,7950750.0,5.9,60.8,25.0,719.0,508.0,Medium
7560500.000000001,8050750.0,5.7,60.7,25.0,783.0,445.0,Medium
7560500.000000001,8450750.0,6.5,60.2,25.0,991.0,321.0,High
7560500.000000001,8750750.0,5.8,55.8,25.0,848.0,384.0,Medium
7560500.000000001,8850750.0,6.0,55.0,25.0,786.0,349.0,Medium
7560500.000000001,8950750.0,6.0,52.4,25.0,738.0,346.0,Medium
7560500.000000001,9050750.0,6.0,55.0,25.0,704.0,363.0,Medium
7560500.000000001,9150750.0,6.2,49.9,25.0,738.0,286.0,Medium
7460500.000000001,-14249250.0,6.5,45.2,25.0,1202.0,665.0,High
7460500.000000001,-14049250.0,6.0,47.6,25.0,1056.0,648.0,Medium
7460500.000000001,-13949250.0,5.7,47.7,25.0,1146.0,646.0,Medium
7460500.000000001,-13749250.0,5.9,48.5,25.0,1262.0,575.0,Medium
7460500.000000001,-13649250.0,6.7,47.0,25.0,1212.0,661.0,High
7460500.000000001,-11849250.0,7.0,50.1,25.0,511.0,368.0,Medium
7460500.000000001,-11649250.0,7.4,52.4,25.0,642.0,311.0,Medium
7460500.000000001,-11549250.0,7.1,50.6,25.0,741.0,288.0,Medium
7460500.000000001,-11349250.0,7.2,50.3,25.0,704.0,339.0,Medium
7460500.000000001,-11249250.0,7.2,52.9,25.0,753.0,361.0,Medium
7460500.000000001,-10949250.0,7.1,51.2,25.0,576.0,468.0,Medium
7460500.000000001,-10849250.0,7.0,50.6,25.0,521.0,308.0,Medium
7460500.000000001,-10749250.0,6.4,58.4,25.0,493.0,452.0,Medium
7460500.000000001,-10449250.0,6.4,57.9,25.0,513.0,380.0,Medium
7460500.000000001,-10349250.0,6.5,59.1,25.0,445.0,493.0,Medium
7460500.000000001,-10249250.0,6.4,59.7,25.0,468.0,523.0,Medium
7460500.000000001,-10149250.0,6.5,59.1,25.0,504.0,497.0,Medium
7460500.000000001,-9949250.0,5.9,58.5,25.0,542.0,505.0,Medium
7460500.000000001,-9649250.0,6.1,54.4,25.0,624.0,378.0,Medium
7460500.000000001,-8749250.0,5.6,60.2,25.0,782.0,454.0,Medium
7460500.000000001,-8649250.0,6.1,45.8,25.0,1030.0,485.0,Medium
7460500.000000001,450750.0,5.8,47.1,25.0,863.0,291.0,Medium
7460500.000000001,2950750.0,5.6,46.4,25.0,1028.0,324.0,Medium
7460500.000000001,3050750.0,5.7,47.1,25.0,919.0,295.0,Medium
7460500.000000001,3150750.0,5.5,48.1,25.0,927.0,297.0,Medium
7460500.000000001,3250750.0,5.3,57.2,25.0,1185.0,303.0,Medium
7460500.000000001,3350750.0,5.7,54.0,25.0,963.0,290.0,Medium
7460500.000000001,5250750.0,5.8,59.6,25.0,1525.0,621.0,High
7460500.000000001,5350750.0,5.5,62.0,25.0,1551.0,663.0,High
7460500.000000001,5650750.0,5.6,61.1,25.0,1401.0,561.0,High
7460500.000000001,5750750.0,5.6,60.8,25.0,1353.0,532.0,High
7460500.000000001,5850750.0,5.7,63.0,25.0,1361.0,640.0,High
7460500.000000001,5950750.0,5.6,64.3,25.0,1247.0,566.0,High
7460500.000000001,6050750.0,5.8,61.0,25.0,1273.0,534.0,High
7460500.000000001,6150750.0,5.8,65.1,25.0,1515.0,564.0,High
7460500.000000001,6250750.0,5.7,63.6,25.0,1339.0,599.0,High
7460500.000000001,6350750.0,5.8,62.3,25.0,1338.0,588.0,High
7460500.000000001,6450750.0,5.5,60.8,25.0,1143.0,529.0,Medium
7460500.000000001,6550750.0,5.4,59.0,25.0,1105.0,546.0,Medium
7460500.000000001,6650750.0,5.3,61.4,25.0,1085.0,491.0,Medium
7460500.000000001,6750750.0,5.6,61.9,25.0,1128.0,484.0,Medium
7460500.000000001,6850750.0,5.6,59.4,25.0,1053.0,502.0,Medium
7460500.000000001,6950750.0,6.0,59.0,25.0,1211.0,538.0,High
7460500.000000001,7050750.0,5.7,61.5,25.0,1075.0,618.0,High
7460500.000000001,7150750.0,5.8,60.2,25.0,1201.0,536.0,High
7460500.000000001,7250750.0,5.8,62.1,25.0,963.0,607.0,High
7460500.000000001,7350750.0,5.8,63.3,25.0,733.0,411.0,Medium
7460500.000000001,7450750.0,5.5,64.3,25.0,760.0,488.0,Medium
7460500.000000001,7550750.0,5.7,63.9,25.0,830.0,520.0,Medium
7460500.000000001,7650750.0,5.8,62.3,25.0,822.0,591.0,Medium
7460500.000000001,7750750.0,5.6,62.1,25.0,722.0,558.0,Medium
7460500.000000001,7850750.0,5.5,61.2,25.0,634.0,601.0,Medium
7460500.000000001,7950750.0,6.4,64.3,25.0,694.0,560.0,High
7460500.000000001,8050750.0,5.9,64.3,25.0,711.0,584.0,Medium
7460500.000000001,8150750.0,5.6,63.3,25.0,732.0,518.0,Medium
7460500.000000001,8250750.0,5.3,64.0,25.0,792.0,548.0,Medium
7460500.000000001,8350750.0,5.4,57.4,25.0,674.0,446.0,Medium
7460500.000000001,8450750.0,5.5,64.6,25.0,638.0,458.0,Medium
7460500.000000001,8550750.0,5.8,57.7,25.0,812.0,529.0,Medium
7460500.000000001,8650750.0,5.5,61.9,25.0,718.0,381.0,Medium
7460500.000000001,8750750.0,5.8,62.3,25.0,927.0,478.0,Medium
7460500.000000001,8850750.0,5.7,62.6,25.0,1027.0,399.0,Medium
7460500.000000001,8950750.0,5.7,59.4,25.0,1094.0,483.0,Medium
7460500.000000001,9050750.0,5.8,56.9,25.0,1077.0,489.0,Medium
7460500.000000001,9150750.0,5.5,54.6,25.0,798.0,459.0,Medium
7460500.000000001,9250750.0,5.9,55.2,25.0,797.0,466.0,Medium
7460500.000000001,9350750.0,5.6,58.6,25.0,494.0,353.0,Medium
7460500.000000001,9450750.0,5.7,51.3,25.0,517.0,337.0,Medium
7460500.000000001,9550750.0,5.7,49.2,25.0,589.0,363.0,Medium
7460500.000000001,9650750.0,6.0,50.9,25.0,715.0,426.0,Medium
7460500.000000001,9750750.0,6.2,51.2,25.0,852.0,458.0,Medium
7460500.000000001,9850750.0,6.4,51.6,25.0,830.0,514.0,Medium
7360500.000000001,-14449250.0,6.0,44.7,25.0,1374.0,685.0,High
7360500.000000001,-14349250.0,5.4,44.1,25.0,1359.0,659.0,Medium
7360500.000000001,-14249250.0,5.8,45.5,25.0,1408.0,704.0,High
7360500.000000001,-14149250.0,5.7,45.4,25.0,1366.0,731.0,High
7360500.000000001,-14049250.0,5.7,46.1,25.0,1251.0,666.0,Medium
7360500.000000001,-13949250.0,5.8,45.2,25.0,1276.0,737.0,High
7360500.000000001,-13849250.0,5.6,44.1,25.0,1273.0,733.0,Medium
7360500.000000001,-13749250.0,5.4,43.8,25.0,1264.0,714.0,Medium
7360500.000000001,-13649250.0,6.0,43.1,25.0,1345.0,696.0,High
7360500.000000001,-13549250.0,5.9,44.2,25.0,826.0,513.0,Medium
7360500.000000001,-13449250.0,6.3,44.5,25.0,1034.0,663.0,High
7360500.000000001,-13349250.0,6.0,44.2,25.0,930.0,517.0,Medium
7360500.000000001,-13249250.0,6.1,48.4,25.0,799.0,508.0,Medium
7360500.000000001,-13149250.0,5.7,56.5,25.0,1043.0,488.0,Medium
7360500.000000001,-12949250.0,5.5,63.0,25.0,532.0,415.0,Medium
7360500.000000001,-12749250.0,5.8,57.3,25.0,609.0,472.0,Medium
7360500.000000001,-12649250.0,5.6,55.8,25.0,480.0,458.0,Medium
7360500.000000001,-12549250.0,5.9,56.2,25.0,447.0,471.0,Medium
7360500.000000001,-12449250.0,6.0,55.1,25.0,543.0,565.0,Medium
7360500.000000001,-12349250.0,6.0,59.6,25.0,504.0,432.0,Medium
7360500.000000001,-12249250.0,5.9,54.6,25.0,526.0,437.0,Medium
7360500.000000001,-12149250.0,6.1,53.9,25.0,520.0,346.0,Medium
7360500.000000001,-11749250.0,6.7,51.1,25.0,533.0,362.0,Medium
7360500.000000001,-11649250.0,6.9,51.9,25.0,587.0,285.0,Medium
7360500.000000001,-11549250.0,6.9,50.9,25.0,475.0,285.0,Medium
7360500.000000001,-11249250.0,7.0,51.4,25.0,710.0,335.0,Medium
7360500.000000001,-10949250.0,7.1,52.6,25.0,664.0,377.0,Medium
7360500.000000001,-10649250.0,6.3,60.2,25.0,557.0,488.0,Medium
7360500.000000001,-10549250.0,6.6,58.6,25.0,678.0,488.0,Medium
7360500.000000001,-10349250.0,6.5,54.2,25.0,487.0,408.0,Medium
7360500.000000001,-10249250.0,6.5,56.0,25.0,550.0,433.0,Medium
7360500.000000001,-9849250.0,6.0,57.1,25.0,482.0,421.0,Medium
7360500.000000001,-9749250.0,5.9,61.5,25.0,503.0,594.0,Medium
7360500.000000001,-9649250.0,5.8,58.5,25.0,552.0,529.0,Medium
7360500.000000001,-8549250.0,6.2,57.8,25.0,817.0,477.0,Medium
7360500.000000001,250750.0,5.9,49.1,25.0,883.0,313.0,Medium
7360500.000000001,350750.0,5.9,42.9,25.0,830.0,232.0,Medium
7360500.000000001,2650750.0,5.2,50.7,25.0,929.0,316.0,Medium
7360500.000000001,2750750.0,5.2,48.9,25.0,761.0,269.0,Medium
7360500.000000001,2850750.0,5.5,44.0,25.0,980.0,399.0,Medium
7360500.000000001,2950750.0,5.1,54.4,25.0,1021.0,454.0,Medium
7360500.000000001,3050750.0,5.1,54.7,25.0,937.0,502.0,Medium
7360500.000000001,3150750.0,5.2,60.5,25.0,1063.0,462.0,Medium
7360500.000000001,3350750.0,4.8,62.5,25.0,1092.0,507.0,Medium
7360500.000000001,3550750.0,5.0,60.7,25.0,961.0,356.0,Medium
7360500.000000001,3650750.0,5.1,55.3,25.0,1093.0,357.0,Medium
7360500.000000001,4350750.0,6.0,57.4,25.0,1246.0,524.0,High
7360500.000000001,5050750.0,5.7,59.9,25.0,1942.0,455.0,High
7360500.000000001,5350750.0,5.5,59.8,25.0,1653.0,690.0,High
7360500.000000001,5450750.0,5.6,65.8,25.0,1476.0,680.0,High
7360500.000000001,5550750.0,5.7,63.3,25.0,1489.0,634.0,High
7360500.000000001,5850750.0,5.5,66.3,25.0,1199.0,529.0,High
7360500.000000001,5950750.0,5.6,65.3,25.0,1330.0,568.0,High
7360500.000000001,6050750.0,5.5,67.3,25.0,1399.0,551.0,High
7360500.000000001,6150750.0,5.3,68.2,25.0,1393.0,592.0,High
7360500.000000001,6250750.0,5.2,67.4,25.0,1306.0,549.0,Medium
7360500.000000001,6350750.0,5.4,63.7,25.0,1266.0,553.0,Medium
7360500.000000001,6450750.0,5.3,60.5,25.0,1288.0,556.0,Medium
7360500.000000001,6550750.0,5.3,54.4,25.0,1120.0,524.0,Medium
7360500.000000001,6650750.0,5.3,55.7,25.0,1060.0,464.0,Medium
7360500.000000001,6750750.0,5.3,48.5,25.0,1027.0,479.0,Medium
7360500.000000001,6850750.0,5.2,59.8,25.0,958.0,432.0,Medium
7360500.000000001,6950750.0,5.4,63.6,25.0,1045.0,524.0,Medium
7360500.000000001,7050750.0,5.6,62.0,25.0,976.0,550.0,Medium
7360500.000000001,7150750.0,5.9,63.6,25.0,1021.0,406.0,Medium
7360500.000000001,7250750.0,5.6,61.7,25.0,726.0,366.0,Medium
7360500.000000001,7350750.0,5.7,62.0,25.0,658.0,374.0,Medium
7360500.000000001,7450750.0,5.4,66.3,25.0,661.0,426.0,Medium
7360500.000000001,7550750.0,5.5,64.7,25.0,593.0,404.0,Medium
7360500.000000001,7650750.0,5.5,64.2,25.0,659.0,525.0,Medium
7360500.000000001,7750750.0,5.5,64.6,25.0,699.0,537.0,Medium
7360500.000000001,7850750.0,5.7,64.0,25.0,902.0,565.0,Medium
7360500.000000001,8050750.0,5.6,64.3,25.0,846.0,637.0,Medium
7360500.000000001,8150750.0,5.4,65.0,25.0,805.0,671.0,Medium
7360500.000000001,8350750.0,5.6,64.5,25.0,806.0,504.0,Medium
7360500.000000001,8450750.0,5.3,56.8,25.0,710.0,336.0,Medium
7360500.000000001,8550750.0,5.2,63.9,25.0,595.0,343.0,Medium
7360500.000000001,8650750.0,5.4,63.5,25.0,803.0,406.0,Medium
7360500.000000001,8750750.0,5.6,58.2,25.0,1060.0,586.0,Medium
7360500.000000001,8850750.0,5.3,63.1,25.0,862.0,390.0,Medium
7360500.000000001,8950750.0,5.5,62.9,25.0,1026.0,471.0,Medium
7360500.000000001,9050750.0,5.4,61.0,25.0,724.0,282.0,Medium
7360500.000000001,9150750.0,5.3,63.0,25.0,1281.0,525.0,Medium
7360500.000000001,9250750.0,5.6,59.4,25.0,1009.0,521.0,Medium
7360500.000000001,9350750.0,5.7,57.0,25.0,875.0,674.0,Medium
7360500.000000001,9450750.0,5.8,58.4,25.0,857.0,565.0,Medium
7360500.000000001,9850750.0,6.1,52.8,25.0,817.0,517.0,Medium
7360500.000000001,9950750.0,5.9,51.6,25.0,798.0,589.0,Medium
7360500.000000001,10050750.0,6.0,50.0,25.0,737.0,507.0,Medium
7360500.000000001,10250750.0,5.7,50.5,25.0,790.0,430.0,Medium
7360500.000000001,10350750.0,5.8,54.4,25.0,662.0,401.0,Medium
7360500.000000001,10450750.0,5.6,52.4,25.0,658.0,435.0,Medium
7360500.000000001,10550750.0,5.8,50.0,25.0,614.0,517.0,Medium
7360500.000000001,10750750.0,5.8,50.9,25.0,718.0,516.0,Medium
7360500.000000001,10850750.0,6.2,53.6,25.0,676.0,454.0,Medium
7360500.000000001,10950750.0,5.7,53.1,25.0,643.0,469.0,Medium
7360500.000000001,11050750.0,6.2,51.7,25.0,676.0,456.0,Medium
7360500.000000001,11150750.0,6.2,52.5,25.0,834.0,454.0,Medium
7260500.000000001,-15449250.0,5.9,46.5,25.0,996.0,582.0,Medium
7260500.000000001,-15349250.0,5.7,45.1,25.0,1143.0,674.0,Medium
7260500.000000001,-14549250.0,5.5,43.8,25.0,1269.0,599.0,Medium
7260500.000000001,-14449250.0,6.2,46.7,25.0,1226.0,597.0,High
7260500.000000001,-14349250.0,5.5,43.7,25.0,1323.0,651.0,Medium
7260500.000000001,-14249250.0,5.5,44.3,25.0,1318.0,654.0,Medium
7260500.000000001,-14149250.0,5.9,45.8,25.0,1387.0,744.0,High
7260500.000000001,-14049250.0,5.8,44.6,25.0,889.0,489.0,Medium
7260500.000000001,-13949250.0,5.4,44.9,25.0,1072.0,615.0,Medium
7260500.000000001,-13849250.0,5.3,44.5,25.0,874.0,448.0,Medium
7260500.000000001,-13749250.0,5.5,44.3,25.0,1104.0,728.0,Medium
7260500.000000001,-13649250.0,6.2,43.7,25.0,1016.0,642.0,Medium
7260500.000000001,-13549250.0,6.0,43.8,25.0,805.0,538.0,Medium
7260500.000000001,-13449250.0,6.1,46.8,25.0,831.0,513.0,Medium
7260500.000000001,-13349250.0,5.9,49.4,25.0,708.0,509.0,Medium
7260500.000000001,-13249250.0,5.8,57.2,25.0,951.0,423.0,Medium
7260500.000000001,-13149250.0,5.5,55.5,25.0,685.0,419.0,Medium
7260500.000000001,-13049250.0,5.5,60.6,25.0,466.0,329.0,Medium
7260500.000000001,-12949250.0,5.3,64.8,25.0,415.0,370.0,Medium
7260500.000000001,-12849250.0,5.7,57.7,25.0,353.0,447.0,Medium
7260500.000000001,-12749250.0,5.5,57.3,25.0,410.0,489.0,Medium
7260500.000000001,-12649250.0,5.8,57.0,25.0,325.0,518.0,Medium
7260500.000000001,-12549250.0,5.7,56.4,25.0,382.0,663.0,Medium
7260500.000000001,-12449250.0,5.7,58.1,25.0,290.0,583.0,Medium
7260500.000000001,-12349250.0,6.1,54.7,25.0,426.0,507.0,Medium
7260500.000000001,-12249250.0,6.1,57.3,25.0,464.0,495.0,Medium
7260500.000000001,-12149250.0,6.1,60.9,25.0,478.0,492.0,Medium
